,locus,annotation_name1,nfxB_P,nfxB_Q,nfxB_Difference,Welch's T-test Test statistic delta_nfxB_wt,change
1965,PA3491,probable ferredoxin,0.188197978,0.163464516,0.125466347,1.485145304,NOT
2864,PA4796,hypothetical protein,0.081540909,0.067242748,0.125540257,2.111868735,NOT
2041,PA3632,conserved hypothetical protein,0.145246846,0.122346222,0.125709534,1.804586815,NOT
3050,PA5092,imidazolone-5-propionate hydrolase HutI,0.272374646,0.249944627,0.125818729,1.267186391,NOT
2153,PA3764,lytic transglycosylase,0.166770353,0.141938306,0.125936508,1.769122539,NOT
3136,PA5206,acetylornithine deacetylase,0.227858722,0.204190955,0.126052856,1.473650251,NOT
2625,PA4480,rod shape-determining protein MreC,0.021975814,0.018551136,0.126173496,3.126000625,NOT
2521,PA4349,hypothetical protein,0.108425799,0.08939072,0.126331806,1.94878179,NOT
210,PA0369,Uncharacterized protein,0.475791484,0.464963424,0.126530647,0.7991985,NOT
2722,PA4611,hypothetical protein,0.208761619,0.184228097,0.126969337,1.426012324,NOT
434,PA0750,uracil-DNA glycosylase,0.304171946,0.282504959,0.127120495,1.124867002,NOT
2281,PA3952,hypothetical protein,0.554433558,0.549996262,0.127136707,0.656402356,NOT
1008,PA1750,phospho-2-dehydro-3-deoxyheptonate aldolase,0.115817332,0.095580729,0.127847195,2.031059169,NOT
2816,PA4738,conserved hypothetical protein,0.025912848,0.022586071,0.127993107,3.036060773,NOT
2130,PA3737,thiol:disulfide interchange protein DsbC,0.236563627,0.213940594,0.128285885,1.335033305,NOT
2346,PA4056,riboflavin-specific deaminase/reductase,0.111548939,0.092010617,0.128369331,1.865735993,NOT
401,PA0658,probable short-chain dehydrogenase,0.586988407,0.584714181,0.12839365,0.601744554,NOT
1577,PA2894,hypothetical protein,0.453897862,0.440506887,0.128394127,0.815167437,NOT
2506,PA4322,conserved hypothetical protein,0.071165982,0.056445513,0.128869057,2.460857625,NOT
3357,PA5556,ATP synthase alpha chain,0.310248275,0.288932856,0.128975391,1.163841785,NOT
1874,PA3330,probable short chain dehydrogenase,0.155570031,0.132099365,0.129092693,1.643895469,NOT
919,PA1586,dihydrolipoamide succinyltransferase (E2 subunit),0.309706219,0.288746188,0.130180359,1.184100632,NOT
1618,PA2964,4-amino-4-deoxychorismate lyase,0.305143102,0.283592976,0.130543232,1.123895471,NOT
13,PA0016,potassium uptake protein TrkA,0.088141863,0.071832476,0.131004333,2.182014942,NOT
410,PA0668,tyrosyl-tRNA synthetase 2,0.162680951,0.138345218,0.131119251,1.59235407,NOT
2793,PA4711,hypothetical protein,0.471459317,0.460683307,0.131234169,0.785973874,NOT
2410,PA4185,probable transcriptional regulator,0.355231264,0.336320892,0.131468773,1.021299768,NOT
1423,PA2627,conserved hypothetical protein,0.227581344,0.204016105,0.131480217,1.359669632,NOT
1841,PA3270,hypothetical protein,0.111748197,0.091923179,0.131482124,1.906993349,NOT
2051,PA3642,ribonuclease HII,0.322368298,0.301870796,0.131602287,1.102506632,NOT
2461,PA4258,50S ribosomal protein L22,0.425465442,0.413163636,0.131783962,0.892135246,NOT
2829,PA4751,cell division protein FtsH,0.022251962,0.018753173,0.13179493,3.152400346,NOT
2328,PA4025,ethanolamine-ammonia lyase,0.255123512,0.231050718,0.132120609,1.385414759,NOT
2721,PA4609,DNA repair protein RadA,0.222584154,0.198334008,0.132208347,1.485215578,NOT
1646,PA2999,Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq1,0.192777273,0.167397872,0.132579327,1.599205674,NOT
2131,PA3738,integrase/recombinase XerD,0.231221316,0.20838019,0.132589817,1.473057269,NOT
2036,PA3625,survival protein SurE,0.161300326,0.137525867,0.132884026,1.600110757,NOT
1,PA0001,chromosomal replication initiator protein DnaA,0.10443674,0.086,0.133023262,1.970819236,NOT
3211,PA5316,50S ribosomal protein L28,0.145784545,0.122806643,0.13309145,1.878572139,NOT
989,PA1709,Translocator outer membrane protein PopD precursor,0.656693427,0.658523623,0.133285999,0.487309943,NOT
1731,PA3115,Motility protein FimV,0.031592122,0.02609319,0.133331299,2.830877667,NOT
614,PA1049,pyridoxine 5'-phosphate oxidase,0.13961373,0.11853617,0.133509636,1.703116887,NOT
621,PA1064,hypothetical protein,0.100105855,0.08175745,0.13435936,2.139438494,NOT
2038,PA3627,2C-methyl-D-erythritol 2,0.123253533,0.103601278,0.134735584,1.930717751,NOT
927,PA1597,hypothetical protein,0.044086553,0.035671672,0.134850502,3.272454299,NOT
360,PA0592,rRNA (adenine-N6,0.436527205,0.423677058,0.134943962,0.890466276,NOT
2356,PA4068,probable epimerase,0.31705973,0.295637333,0.134952068,1.093876587,NOT
3363,PA5564,glucose inhibited division protein B,0.380334908,0.361477643,0.135417461,0.974772446,NOT
234,PA0402,aspartate carbamoyltransferase,0.106036055,0.087098782,0.136107445,1.941284006,NOT
1377,PA2559.1,SrfA,0.683741841,0.683956628,0.136331081,0.442288873,NOT
2550,PA4388,hypothetical protein,0.302221956,0.280692586,0.136851788,1.19708766,NOT
294,PA0501,8-amino-7-oxononanoate synthase,0.846985044,0.850177066,0.137201309,0.201766615,NOT
3106,PA5166,DctD,0.311240166,0.289630755,0.137383938,1.183271813,NOT
2999,PA5023,conserved hypothetical protein,0.501171393,0.491684412,0.138278484,0.715641921,NOT
1461,PA2705,hypothetical protein,0.548310356,0.543711928,0.138308048,0.65975085,NOT
3129,PA5198,LD-carboxypeptidase,0.394566686,0.378078545,0.138328075,0.927532855,NOT
2988,PA5011,heptosyltransferase I,0.112136501,0.09215852,0.138608932,2.192158693,NOT
2604,PA4454,conserved hypothetical protein,0.632870111,0.635518159,0.138772011,0.503544389,NOT
2514,PA4333,probable fumarase,0.052583368,0.04206679,0.138851166,2.691092344,NOT
2208,PA3838,probable ATP-binding component of ABC transporter,0.239155748,0.216575653,0.139113426,1.369000746,NOT
2758,PA4665,peptide chain release factor 1,0.064942005,0.051668896,0.139343262,2.503436541,NOT
106,PA0162,histidine porin OpdC,0.543767218,0.539066165,0.139428139,0.64942591,NOT
518,PA0897,subunit II of arginine N2-succinyltransferase = ornithine N2-succinyltransferase,0.057694502,0.046120782,0.139437675,2.605583315,NOT
921,PA1588,succinyl-CoA synthetase beta chain,0.017487312,0.015635793,0.139532089,3.266466872,NOT
2134,PA3742,50S ribosomal protein L19,0.041181892,0.033652174,0.13973856,2.601657936,NOT
583,PA1004,quinolinate synthetase A,0.040624108,0.033233333,0.139859676,3.290919414,NOT
2684,PA4558,probable peptidyl-prolyl cis-trans isomerase,0.380141928,0.36149059,0.139935017,1.004034568,NOT
80,PA0118,hypothetical protein,0.381495214,0.362944908,0.140018463,0.99039973,NOT
182,PA0319,hypothetical protein,0.218090886,0.193953109,0.140704155,1.510440586,NOT
2621,PA4475,conserved hypothetical protein,0.141837342,0.120323476,0.141247749,1.714941402,NOT
2827,PA4749,phosphoglucosamine mutase,0.172788617,0.147664088,0.141386986,1.643802823,NOT
269,PA0457,hypothetical protein,0.249860642,0.225704918,0.141410351,1.361712885,NOT
2771,PA4678,peptide n-acetyltransferase RimI,0.507173288,0.499010325,0.141417503,0.731567846,NOT
2761,PA4668,lipoprotein localization protein LolB,0.191429327,0.166184533,0.14156723,1.507395424,NOT
1607,PA2953,electron transfer flavoprotein-ubiquinone oxidoreductase,0.04160362,0.033915551,0.141725063,2.660595127,NOT
2597,PA4446,AlgW protein,0.081112976,0.066597243,0.143134594,2.323718785,NOT
2029,PA3617,RecA protein,0.180496642,0.154715297,0.143474102,1.530136735,NOT
3203,PA5304,D-amino acid dehydrogenase,0.168745038,0.143879599,0.143708706,1.710702801,NOT
1271,PA2265,gluconate dehydrogenase,0.547324711,0.542559099,0.144809723,0.662373452,NOT
3254,PA5374,transcriptional regulator BetI,0.378476493,0.360005034,0.145040512,0.956336686,NOT
1268,PA2261,probable 2-ketogluconate kinase,0.411426857,0.398635545,0.145123005,0.917782926,NOT
2453,PA4250,30S ribosomal protein S14,0.030815116,0.025769697,0.145491123,2.831446901,NOT
2070,PA3664,putative glutathione-dependent thiol reductase,0.097038007,0.079541491,0.145512581,2.097034981,NOT
2804,PA4726,two-component response regulator CbrB,0.027911799,0.023862944,0.145540237,3.215203243,NOT
268,PA0456,probable cold-shock protein,0.001036717,0.003342466,0.146521568,6.739722247,NOT
1535,PA2825,OspR,0.430962602,0.418949739,0.146623611,0.895299615,NOT
1987,PA3539,conserved hypothetical protein,0.322883589,0.302120248,0.147298336,1.135035339,NOT
1903,PA3375,probable ATP-binding component of ABC transporter,0.852173236,0.855706362,0.147477627,0.200856232,NOT
2077,PA3674,hypothetical protein,0.480378025,0.469182487,0.148420811,0.759435007,NOT
1485,PA2740,phenylalanyl-tRNA synthetase,0.032679598,0.027088785,0.148514271,2.784849396,NOT
2873,PA4827,arylamine N-acetyltransferase,0.242281139,0.219572549,0.148851395,1.432815011,NOT
3185,PA5279,GAF domain containing protein,0.200747019,0.175435763,0.148987293,1.584790769,NOT
55,PA0078,TssL1,0.181645696,0.156086957,0.149004459,1.517734638,NOT
2244,PA3895,probable transcriptional regulator,0.370455777,0.351836079,0.149207115,0.978617745,NOT
541,PA0937,conserved hypothetical protein,0.07876383,0.064862684,0.14974165,2.116944491,NOT
108,PA0164,probable gamma-glutamyltranspeptidase,0.139820675,0.118947752,0.150597572,1.706886541,NOT
2893,PA4854,phosphoribosylaminoimidazolecarboxamide formyltransferase,0.077192711,0.063697584,0.15125227,2.210853127,NOT
2374,PA4119,aminoglycoside 3'-phosphotransferase type IIb,0.637849756,0.640888092,0.151366234,0.498563524,NOT
2894,PA4855,phosphoribosylamine--glycine ligase,0.250211761,0.226149398,0.151717186,1.408724884,NOT
2444,PA4241,30S ribosomal protein S13,0.284840773,0.263500693,0.151946068,1.186268466,NOT
2179,PA3805,type 4 fimbrial biogenesis protein PilF,0.000540382,0.001959184,0.152220726,6.748578542,NOT
3096,PA5149,conserved hypothetical protein,0.229534692,0.206241846,0.152571201,1.435462138,NOT
1438,PA2650,conserved hypothetical protein,0.059759626,0.047361111,0.152926922,2.319391179,NOT
403,PA0660,NAD(P)H:quinone reductase,0.457115084,0.444209037,0.152988434,0.81533215,NOT
164,PA0296,Glutamylpolyamine synthetase,0.079886817,0.065356978,0.153157234,2.216466337,NOT
668,PA1123,hypothetical protein,0.536099466,0.530935849,0.153204918,0.696307292,NOT
1848,PA3286,beta-acetoacetyl-acyl carrier protein synthase,0.423171836,0.411769574,0.153233051,0.864792512,NOT
2443,PA4240,30S ribosomal protein S11,0.130727993,0.110240799,0.153445721,1.904246401,NOT
699,PA1171,SltB2,0.015973622,0.014507463,0.153543472,4.410528011,NOT
3029,PA5063,ubiquinone biosynthesis methyltransferase UbiE,0.246646689,0.222530612,0.153616905,1.311957118,NOT
2314,PA4004,conserved hypothetical protein,0.052719758,0.042331789,0.15383625,2.67002385,NOT
2187,PA3813,probable iron-binding protein IscU,0.440322036,0.426873307,0.153862476,0.86813914,NOT
2952,PA4957,phosphatidylserine decarboxylase,0.244733585,0.221265007,0.154313564,1.389624066,NOT
2989,PA5012,heptosyltransferase II,0.11186732,0.092074074,0.154546261,2.08212693,NOT
1763,PA3158,UDP-2-acetamido-2-deoxy-d-glucuronic acid 3-dehydrogenase,0.178405819,0.153041006,0.155315876,1.525328009,NOT
824,PA1430,transcriptional regulator LasR,0.427314619,0.415450949,0.155813217,0.876201456,NOT
896,PA1554,Cytochrome c oxidase,0.069792979,0.055375405,0.156276226,2.429673769,NOT
2740,PA4634,hypothetical protein,0.041792516,0.034100513,0.15671587,2.964591879,NOT
1853,PA3299,long-chain-fatty-acid--CoA ligase,0.044278756,0.0359,0.156788826,2.536681361,NOT
1053,PA1814,KerV,0.446846477,0.433288484,0.156843662,0.853719186,NOT
2291,PA3975,phosphomethylpyrimidine kinase,0.03492313,0.02840404,0.157184601,2.715182393,NOT
2661,PA4522,beta-lactamase expression regulator AmpD,0.276504712,0.254207283,0.157346249,1.229482986,NOT
1354,PA2527,MuxB,0.445534777,0.43178464,0.157926083,0.84235804,NOT
368,PA0600,two-component sensor,0.167107163,0.142318029,0.158304691,1.572875196,NOT
672,PA1127,probable oxidoreductase,0.304436489,0.282621622,0.158636093,1.126148937,NOT
1133,PA1997,probable AMP-binding enzyme,0.365218527,0.346259023,0.158850193,1.056272991,NOT
1065,PA1831,hypothetical protein,0.699620692,0.700421126,0.159039021,0.423583365,NOT
107,PA0163,probable transcriptional regulator,0.288234938,0.267382773,0.159502506,1.257072438,NOT
922,PA1589,succinyl-CoA synthetase alpha chain,0.007406573,0.00837296,0.15953207,4.354150862,NOT
2567,PA4410,D-alanine--D-alanine ligase,0.128183081,0.108100756,0.159797668,1.888925844,NOT
2889,PA4850,ribosomal protein L11 methyltransferase,0.019696189,0.017040359,0.159956455,3.155089214,NOT
1070,PA1838,sulfite reductase,0.084720645,0.069845229,0.160227299,2.406719711,NOT
2936,PA4939,conserved hypothetical protein,0.004739439,0.006404558,0.16050148,4.369254322,NOT
3309,PA5475,hypothetical protein,0.273371989,0.251132553,0.16072464,1.228955189,NOT
1056,PA1817,hypothetical protein,0.15536371,0.13193526,0.160788059,1.867367258,NOT
3255,PA5376,CbcV,0.164916637,0.139844857,0.16102457,1.622583705,NOT
1048,PA1806,NADH-dependent enoyl-ACP reductase,0.279193064,0.257252563,0.161360264,1.286238854,NOT
657,PA1110,hypothetical protein,0.025767532,0.022661376,0.161469936,3.305856846,NOT
191,PA0336,RNA pyrophosphohydrolase,0.697091066,0.69752573,0.16183424,0.409336147,NOT
237,PA0405,AlgH,0.212092455,0.187462687,0.161942482,1.422104586,NOT
725,PA1216,hypothetical protein,0.373460965,0.3549385,0.162164688,1.01471423,NOT
4,PA0004,DNA gyrase subunit B,0.166560056,0.141723906,0.162287235,1.776020765,NOT
1266,PA2259,transcriptional regulator PtxS,0.042511413,0.034408122,0.162296295,2.581534888,NOT
1424,PA2629,adenylosuccinate lyase,0.292687402,0.271127572,0.162919521,1.188519784,NOT
267,PA0455,RNA helicase DbpA,0.042173813,0.034334694,0.163473606,2.576241371,NOT
342,PA0568,hypothetical protein,0.500955922,0.491532567,0.163905621,0.739400147,NOT
2965,PA4973,thiamin biosynthesis protein ThiC,0.074605984,0.059717425,0.164011002,2.188412863,NOT
1043,PA1801,ClpP,0.005563095,0.006798928,0.164195538,4.323445566,NOT
3032,PA5066,phosphoribosyl-AMP cyclohydrolase,0.305772629,0.284280702,0.164226055,1.126213544,NOT
1459,PA2702,Tse2,0.189611852,0.164709159,0.165482044,1.592179919,NOT
2308,PA3997,lipoate-protein ligase B,0.217477886,0.193123916,0.165653229,1.387156821,NOT
1668,PA3025,probable FAD-dependent glycerol-3-phosphate dehydrogenase,0.417871977,0.404742369,0.165988922,0.911286229,NOT
2458,PA4255,50S ribosomal protein L29,0.043042648,0.035,0.16599369,2.639969581,NOT
2953,PA4958,FimW,0.470742569,0.460290512,0.166337967,0.787734569,NOT
2630,PA4485,conserved hypothetical protein,0.253909866,0.22944897,0.166742325,1.340037024,NOT
2148,PA3759,probable aminotransferase,0.066136176,0.052592225,0.166779995,2.293618383,NOT
3150,PA5226,hypothetical protein,0.225548172,0.201446851,0.167417049,1.426759837,NOT
2528,PA4360,hypothetical protein,0.006183019,0.007385417,0.167686462,4.358003857,NOT
1035,PA1792,conserved hypothetical protein,0.049480138,0.039776727,0.167891502,2.784541101,NOT
1135,PA2000,dehydrocarnitine CoA transferase,0.416562325,0.403866232,0.16804266,0.878855791,NOT
2610,PA4460,LptH,0.235391434,0.212631266,0.168166161,1.449928419,NOT
1704,PA3081,conserved hypothetical protein,0.201286059,0.176044002,0.168329716,1.601630545,NOT
3041,PA5076,putative amino acid ABC transporter substrate-binding protein,0.008200705,0.009235556,0.169291496,3.885354072,NOT
2608,PA4458,conserved hypothetical protein,0.000351843,0.002526316,0.169492245,9.529166373,NOT
2245,PA3896,probable 2-hydroxyacid dehydrogenase,0.127968554,0.108030265,0.169503212,1.898070005,NOT
2348,PA4058,hypothetical protein,0.11535003,0.094965382,0.169573307,2.017460211,NOT
2615,PA4465,conserved hypothetical protein,0.08502381,0.069842697,0.169853687,2.063168148,NOT
1295,PA2330,hypothetical protein,0.552831702,0.548384731,0.17010355,0.661425441,NOT
3246,PA5365,phosphate uptake regulatory protein PhoU,0.183268205,0.158068145,0.170408726,1.519542232,NOT
2119,PA3725,single-stranded-DNA-specific exonuclease RecJ,0.299012391,0.27730553,0.170732021,1.177237127,NOT
2626,PA4481,rod shape-determining protein MreB,0.012705382,0.01285045,0.170783043,3.800954871,NOT
3288,PA5441,hypothetical protein,0.003903311,0.005898089,0.170962334,4.928403067,NOT
2602,PA4452,conserved hypothetical protein,0.105859258,0.086938389,0.172489166,2.008111908,NOT
2413,PA4195,putative amino acid ABC transporter substrate-binding protein,0.313136819,0.292044683,0.17253828,1.157222747,NOT
612,PA1047,probable esterase,0.012653162,0.012896926,0.173282623,3.623924024,NOT
452,PA0775,conserved hypothetical protein,0.397339849,0.380997527,0.173317432,0.935646308,NOT
1730,PA3114,tRNA-pseudouridine synthase I,0.580820602,0.578327434,0.173495293,0.614873844,NOT
395,PA0652,transcriptional regulator Vfr,0.286765955,0.265370849,0.173728466,1.197045723,NOT
2971,PA4988,3-deoxy-D-manno-octulosonic-acid (KDO) transferase,0.437184845,0.424055911,0.173917294,0.868840147,NOT
1586,PA2905,precorrin isomerase CobH,0.620236132,0.621977561,0.174967289,0.528189205,NOT
165,PA0297,probable glutamine amidotransferase,0.431300755,0.419148252,0.175111771,0.861117428,NOT
334,PA0551,D-erythrose 4-phosphate dehydrogenase,0.046334795,0.037368421,0.175433636,2.503972256,NOT
2616,PA4466,probable phosphoryl carrier protein,0.276926805,0.2545,0.175720215,1.299557575,NOT
298,PA0506,probable acyl-CoA dehydrogenase,0.363184244,0.344698467,0.176499367,1.022721748,NOT
2158,PA3770,inosine-5'-monophosphate dehydrogenase,0.10200056,0.083487603,0.176879406,2.243654773,NOT
2599,PA4448,histidinol dehydrogenase,0.253757453,0.229459952,0.177366257,1.262146191,NOT
408,PA0666,1,0.27500547,0.25288972,0.177435398,1.296337733,NOT
1269,PA2263,probable 2-hydroxyacid dehydrogenase,0.579647274,0.57752381,0.178347111,0.611701809,NOT
3199,PA5300,cytochrome c5,0.066440652,0.052720066,0.179279804,2.281543891,NOT
467,PA0805,hypothetical protein,0.346756344,0.328609524,0.179777145,1.024894867,NOT
507,PA0873,transcriptional regulator PhhR,0.55034595,0.545675534,0.179831028,0.6605332,NOT
3090,PA5142,glutamine amidotransferase,0.386362299,0.368554307,0.180025101,0.984320819,NOT
2321,PA4016,hypothetical protein,0.775396583,0.779496966,0.180047989,0.311913455,NOT
2331,PA4031,inorganic pyrophosphatase,0.131129286,0.110505604,0.180190086,1.765999233,NOT
